Name,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA
PRAH music club restaurant,"['European', 'Czech']",3768.0,3.0,$$ - $$$,2.0,"[['Christmas Eve Dinner', 'Great restaurant'], ['01/05/2018', '12/26/2017']]",/Restaurant_Review-g274707-d13307683-Reviews-PRAH_music_club_restaurant-Prague_Bohemia.html
Extol Inn,,3769.0,3.5,,21.0,"[['Read my comment before you book this hotel', 'Rude , rude , rude'], ['12/25/2017', '08/21/2017']]",/Restaurant_Review-g274707-d4768254-Reviews-Extol_Inn-Prague_Bohemia.html
Pizza & Gyros,"['Pizza', 'Fast Food', 'Greek']",3770.0,3.0,$,18.0,"[['The most terrible gyros', 'not good'], ['08/12/2017', '04/06/2017']]",/Restaurant_Review-g274707-d7124386-Reviews-Pizza_Gyros-Prague_Bohemia.html
Pizza Francesco,,3771.0,3.0,,3.0,"[['New owner, worse service', 'Very good quality, but surely overpriced'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g274707-d13118173-Reviews-Pizza_Francesco-Prague_Bohemia.html
Boulevard,['Cafe'],3772.0,3.0,$,10.0,"[['Great food', 'Do not recommend!'], ['08/20/2017', '05/19/2017']]",/Restaurant_Review-g274707-d7124510-Reviews-Boulevard-Prague_Bohemia.html
Stare Casy,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European']",3773.0,3.0,$$ - $$$,281.0,"[['Prefer others', 'Very average food and service'], ['01/07/2018', '11/08/2017']]",/Restaurant_Review-g274707-d2242223-Reviews-Stare_Casy-Prague_Bohemia.html
La Festa Restaurante Pizzeria,"['Italian', 'Pizza', 'Mediterranean', 'Spanish']",3774.0,4.0,$$ - $$$,20.0,"[['One of the best meal experiences in Prague', 'Don´t go there'], ['11/07/2016', '05/10/2016']]",/Restaurant_Review-g274707-d1198600-Reviews-La_Festa_Restaurante_Pizzeria-Prague_Bohemia.html
Satlava Prosek,,3775.0,3.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d8633619-Reviews-Satlava_Prosek-Prague_Bohemia.html
Tudle Nudle,"['Bar', 'Asian', 'Pub']",3776.0,3.0,,2.0,"[['Worst place ever', 'Perfect brown bar'], ['11/07/2017', '10/23/2017']]",/Restaurant_Review-g274707-d7123783-Reviews-Tudle_Nudle-Prague_Bohemia.html
Hole in one,,3777.0,3.0,,6.0,"[['Hole in one'], ['02/12/2016']]",/Restaurant_Review-g274707-d4769281-Reviews-Hole_in_one-Prague_Bohemia.html
Chickin Farm Food,,3778.0,4.0,,6.0,"[['Tasty and reasonably priced chicken', 'Great for a quick bite'], ['10/15/2017', '10/15/2017']]",/Restaurant_Review-g274707-d12655370-Reviews-Chickin_Farm_Food-Prague_Bohemia.html
Cafe,['Cafe'],3779.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d7124211-Reviews-Cafe-Prague_Bohemia.html
Cafe Liberty,"['Cafe', 'European']",3780.0,2.5,$$ - $$$,97.0,"[['Kafe liberty', 'Little Italy'], ['11/04/2017', '03/19/2017']]",/Restaurant_Review-g274707-d2543128-Reviews-Cafe_Liberty-Prague_Bohemia.html
Krusovicka Restaurant Na Michelske,"['Czech', 'European']",3781.0,3.5,$$ - $$$,17.0,"[['Dont go there and Eat', ""It's fine""], ['10/02/2017', '10/23/2015']]",/Restaurant_Review-g274707-d5048738-Reviews-Krusovicka_Restaurant_Na_Michelske-Prague_Bohemia.html
Restaurace KUDY KAM,,3782.0,3.5,,4.0,"[['A nice place for lunch'], ['02/09/2016']]",/Restaurant_Review-g274707-d9830988-Reviews-Restaurace_KUDY_KAM-Prague_Bohemia.html
Na Klikovce,"['Czech', 'European']",3783.0,3.5,$,13.0,"[['Average lunch meals', 'The addition to my review'], ['03/02/2017', '08/21/2017']]",/Restaurant_Review-g274707-d7124175-Reviews-Na_Klikovce-Prague_Bohemia.html
Baroko,"['European', 'Czech']",3784.0,3.0,$$ - $$$,7.0,"[['Nice hotel with swimming pool', 'Middle class restaurant'], ['07/31/2017', '11/18/2016']]",/Restaurant_Review-g274707-d4767871-Reviews-Baroko-Prague_Bohemia.html
Bootleggers Bar & Grill,,3785.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d9730144-Reviews-Bootleggers_Bar_Grill-Prague_Bohemia.html
Code bar,,3786.0,3.5,,8.0,"[[], []]",/Restaurant_Review-g274707-d1534768-Reviews-Code_bar-Prague_Bohemia.html
Cervene Jablko,"['European', 'Czech']",3787.0,3.5,$,7.0,"[['OK Chinese food'], ['08/26/2017']]",/Restaurant_Review-g274707-d5308150-Reviews-Cervene_Jablko-Prague_Bohemia.html
Osvezovna,"['European', 'Czech']",3788.0,3.0,$$ - $$$,12.0,"[['Check your bills before you leave', 'Restaurant'], ['07/11/2016', '05/19/2016']]",/Restaurant_Review-g274707-d4768819-Reviews-Osvezovna-Prague_Bohemia.html
Perly Asie,"['Chinese', 'Asian']",3789.0,3.5,$$ - $$$,20.0,"[['Delicious food', 'Cheap'], ['07/14/2017', '07/26/2016']]",/Restaurant_Review-g274707-d1977065-Reviews-Perly_Asie-Prague_Bohemia.html
Na Vysluni,"['European', 'Czech']",3790.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g274707-d7124385-Reviews-Na_Vysluni-Prague_Bohemia.html
Le Bistrot Kampa,"['Cafe', 'European']",3791.0,3.0,$,49.0,"[['Just ok', 'OK, nothing special'], ['06/21/2017', '05/15/2017']]",/Restaurant_Review-g274707-d7124449-Reviews-Le_Bistrot_Kampa-Prague_Bohemia.html
Staromacek,"['European', 'Czech', 'Eastern European', 'Central European']",3792.0,3.0,$$ - $$$,1051.0,"[['Lovely meal close to Old Town Square Servi...', 'Very poor service and a long wait for food'], ['12/23/2017', '11/16/2017']]",/Restaurant_Review-g274707-d1096113-Reviews-Staromacek-Prague_Bohemia.html
Dno Pytle,"['German', 'Pub']",3793.0,3.0,$,10.0,"[['A place for hipster beards', ""Pseud's Corner""], ['11/11/2016', '11/03/2016']]",/Restaurant_Review-g274707-d6612533-Reviews-Dno_Pytle-Prague_Bohemia.html
Pizzeria Detaillo,"['Pizza', 'European', 'Italian']",3794.0,3.5,$$ - $$$,68.0,"[['Good pizzeria', 'Very yummy pizza'], ['02/14/2017', '11/17/2017']]",/Restaurant_Review-g274707-d1060671-Reviews-Pizzeria_Detaillo-Prague_Bohemia.html
Reed Hook,,3795.0,3.0,,3.0,"[['Smoky pub'], ['12/21/2012']]",/Restaurant_Review-g274707-d1138493-Reviews-Reed_Hook-Prague_Bohemia.html
Caffe Italia,"['Italian', 'Cafe', 'European', 'Central European']",3796.0,3.0,$$ - $$$,393.0,"[['Overpriced for average food but prime loca...', 'Okay restaurant'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g274707-d2309560-Reviews-Caffe_Italia-Prague_Bohemia.html
Taverna Akropolis,['Greek'],3797.0,3.0,$$ - $$$,7.0,"[['Worst meal of my life.'], ['09/09/2017']]",/Restaurant_Review-g274707-d2196323-Reviews-Taverna_Akropolis-Prague_Bohemia.html
Kamenny Dvur,"['European', 'Czech']",3798.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d7123278-Reviews-Kamenny_Dvur-Prague_Bohemia.html
Restaurant Maly buddha,,3799.0,3.0,,2.0,"[['Oversold overcharged'], ['03/25/2017']]",/Restaurant_Review-g274707-d12150340-Reviews-Restaurant_Maly_buddha-Prague_Bohemia.html
Restaurace Korbel,"['Czech', 'Bar', 'European', 'Pub']",3800.0,4.5,,24.0,"[[""New Name 'Moto Burger'. It's an American s..."", 'Omg good stuff!'], ['09/13/2017', '06/25/2015']]",/Restaurant_Review-g274707-d2333557-Reviews-Restaurace_Korbel-Prague_Bohemia.html
Cafe Prados,['Cafe'],3801.0,2.5,$,11.0,"[['Bargain prices in city centre', 'The worst Cafe Restaurant ever'], ['07/20/2017', '08/23/2017']]",/Restaurant_Review-g274707-d7123305-Reviews-Cafe_Prados-Prague_Bohemia.html
El Pablo,"['European', 'Spanish']",3802.0,3.5,$$ - $$$,68.0,"[['Good food.', 'Family celebration at El Pablo Steak Bar'], ['09/15/2017', '03/09/2017']]",/Restaurant_Review-g274707-d1983004-Reviews-El_Pablo-Prague_Bohemia.html
Mobydick,"['European', 'Czech', 'Steakhouse']",3803.0,3.0,$$ - $$$,12.0,"[['Really good spot to sit and chat', 'Rude waiter'], ['12/28/2017', '08/01/2017']]",/Restaurant_Review-g274707-d12037394-Reviews-Mobydick-Prague_Bohemia.html
Cappuccini,"['Italian', 'Cafe']",3804.0,3.0,$$ - $$$,5.0,"[['The place is closed!', 'This place is closed'], ['08/23/2016', '05/29/2016']]",/Restaurant_Review-g274707-d7123868-Reviews-Cappuccini-Prague_Bohemia.html
Coolna,"['Bar', 'European', 'Pub', 'Czech', 'Central European']",3805.0,3.0,$$ - $$$,37.0,"[['Ultimate crème brûlée', 'Again a full satisfaction @ Coolna'], ['03/14/2017', '04/21/2017']]",/Restaurant_Review-g274707-d3245931-Reviews-Coolna-Prague_Bohemia.html
Kavarna na ul. Truhlarska,['Cafe'],3806.0,3.0,,6.0,"[['Great\xa0local Czech food in a quite setting', 'Nice but smokey'], ['01/14/2017', '11/08/2016']]",/Restaurant_Review-g274707-d7123226-Reviews-Kavarna_na_ul_Truhlarska-Prague_Bohemia.html
Loving Hut,"['Asian', 'Vietnamese', 'Vegan Options']",3807.0,3.5,$,21.0,"[['Cheap, quiet and fine', 'Tasty vegan food chain'], ['11/14/2017', '10/28/2017']]",/Restaurant_Review-g274707-d4747890-Reviews-Loving_Hut-Prague_Bohemia.html
U Broncu,"['European', 'Czech', 'Central European']",3808.0,3.0,$$ - $$$,103.0,"[['Ok but not great', 'Oh dear...'], ['08/22/2017', '11/19/2017']]",/Restaurant_Review-g274707-d4188194-Reviews-U_Broncu-Prague_Bohemia.html
La Palma,,3809.0,2.5,,17.0,"[['Lunch options', 'Over-Priced and Under-Whelmed'], ['11/12/2017', '02/11/2017']]",/Restaurant_Review-g274707-d4768679-Reviews-La_Palma-Prague_Bohemia.html
Paul MY Narodni,['Cafe'],3810.0,3.0,,2.0,"[['A Breakfast Ritual'], ['11/14/2017']]",/Restaurant_Review-g274707-d13138592-Reviews-Paul_MY_Narodni-Prague_Bohemia.html
Burger King,"['American', 'Fast Food']",3811.0,3.0,$,64.0,"[['Friend,y staff', 'Veggie'], ['01/21/2017', '12/13/2017']]",/Restaurant_Review-g274707-d7123812-Reviews-Burger_King-Prague_Bohemia.html
Burger King,"['American', 'Fast Food']",3812.0,3.0,$$ - $$$,31.0,"[['Burger King Palladium', 'Impolite staff'], ['10/11/2017', '11/06/2017']]",/Restaurant_Review-g274707-d7123781-Reviews-Burger_King-Prague_Bohemia.html
Splendido,"['European', 'Czech']",3813.0,3.0,$,3.0,"[['Fairly good', 'never again'], ['06/29/2017', '05/03/2017']]",/Restaurant_Review-g274707-d7123672-Reviews-Splendido-Prague_Bohemia.html
Pappata,['Fast Food'],3814.0,3.5,,3.0,"[['Delicious and cheap baguettes', 'They are Rude, no Credit card, no food'], ['12/26/2016', '10/04/2016']]",/Restaurant_Review-g274707-d7123549-Reviews-Pappata-Prague_Bohemia.html
Tiantan,,3815.0,3.5,,7.0,"[['cant be same owners', 'Decent Chinese Food'], ['07/08/2014', '10/29/2012']]",/Restaurant_Review-g274707-d1097112-Reviews-Tiantan-Prague_Bohemia.html
Drevak,"['European', 'Czech']",3816.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g274707-d4793263-Reviews-Drevak-Prague_Bohemia.html
Restaurant U Prince,"['Bar', 'European', 'Czech', 'Central European', 'International', 'Vegetarian Friendly']",3817.0,3.0,$$ - $$$,1260.0,"[['Great Food, Great Service BUT...', 'Not bad'], ['11/21/2017', '10/11/2017']]",/Restaurant_Review-g274707-d6999302-Reviews-Restaurant_U_Prince-Prague_Bohemia.html
U Rychtare,"['Czech', 'European']",3818.0,3.0,$,21.0,"[['Delicious food and nice staff', 'Good service and food, but bad enviroment!'], ['08/11/2017', '02/19/2017']]",/Restaurant_Review-g274707-d7124424-Reviews-U_Rychtare-Prague_Bohemia.html
K Zahradkam,"['European', 'Czech']",3819.0,3.5,,4.0,"[['Nice place, good beer'], ['09/19/2015']]",/Restaurant_Review-g274707-d7123482-Reviews-K_Zahradkam-Prague_Bohemia.html
U Kulhanku,"['European', 'Czech']",3820.0,4.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d7124402-Reviews-U_Kulhanku-Prague_Bohemia.html
Kaktus,['Fast Food'],3821.0,3.5,$,8.0,"[['Nothing special', 'tasty and cheap'], ['10/26/2017', '12/30/2014']]",/Restaurant_Review-g274707-d7124262-Reviews-Kaktus-Prague_Bohemia.html
"Cafe, Bar and Restaurant Strelecky Ostrov","['Bar', 'European', 'Czech', 'Eastern European', 'International', 'Central European', 'Vegetarian Friendly']",3822.0,3.5,$$ - $$$,103.0,"[['Nice enough meal but would not go back', 'MCP of a waiter'], ['11/11/2017', '11/11/2017']]",/Restaurant_Review-g274707-d1097073-Reviews-Cafe_Bar_and_Restaurant_Strelecky_Ostrov-Prague_Bohemia.html
Zastavka u Srubu,,3823.0,3.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d12267639-Reviews-Zastavka_u_Srubu-Prague_Bohemia.html
Restaurant Astra,"['European', 'Czech']",3824.0,3.0,,5.0,"[['Very limited menu'], ['03/14/2017']]",/Restaurant_Review-g274707-d7656326-Reviews-Restaurant_Astra-Prague_Bohemia.html
Metrocafe,['Cafe'],3825.0,3.0,$$ - $$$,25.0,"[['Nice local cafe in a lovvely park setting', 'Nice cafe at the castle'], ['08/23/2017', '10/28/2017']]",/Restaurant_Review-g274707-d7124561-Reviews-Metrocafe-Prague_Bohemia.html
Zlata Ulicka,"['Mediterranean', 'European', 'Italian', 'Czech']",3826.0,3.0,$$ - $$$,117.0,"[['Nice little cafe', 'Nice place for a beer!'], ['05/15/2017', '07/22/2017']]",/Restaurant_Review-g274707-d1826630-Reviews-Zlata_Ulicka-Prague_Bohemia.html
U Cisaru,"['European', 'Czech', 'Eastern European', 'Central European']",3827.0,3.0,$$ - $$$,141.0,"[['Any other suggestions?', 'Bad service and rude head waiter'], ['10/20/2017', '06/17/2017']]",/Restaurant_Review-g274707-d1092886-Reviews-U_Cisaru-Prague_Bohemia.html
Techtle Mechtle,['International'],3828.0,4.0,$$ - $$$,17.0,"[['Great for a night out', 'The name of the club says everything :p'], ['04/16/2017', '01/03/2017']]",/Restaurant_Review-g274707-d4288415-Reviews-Techtle_Mechtle-Prague_Bohemia.html
Sparta,,3829.0,3.5,,6.0,"[['nothing to see here, move along', 'Typical Czech Pub'], ['04/11/2016', '06/27/2015']]",/Restaurant_Review-g274707-d4768818-Reviews-Sparta-Prague_Bohemia.html
Stage,"['European', 'Czech']",3830.0,3.0,,2.0,"[['Party!!'], ['01/29/2015']]",/Restaurant_Review-g274707-d7123679-Reviews-Stage-Prague_Bohemia.html
V Hotylku,"['European', 'Czech']",3831.0,3.0,$,6.0,"[['Classic local tavern', ""Czech as you'll find""], ['03/20/2017', '12/17/2016']]",/Restaurant_Review-g274707-d7124106-Reviews-V_Hotylku-Prague_Bohemia.html
Szechuan Restaurant,"['Chinese', 'Asian']",3832.0,3.0,$,19.0,"[['Real hotpot in prague', 'Worst experience in Prague'], ['09/24/2017', '06/20/2017']]",/Restaurant_Review-g274707-d5964622-Reviews-Szechuan_Restaurant-Prague_Bohemia.html
Zlaty Dvur,"['European', 'Czech', 'Eastern European', 'Central European']",3833.0,3.0,$$ - $$$,309.0,"[['SO SO', 'Nothing'], ['04/30/2017', '01/16/2017']]",/Restaurant_Review-g274707-d943546-Reviews-Zlaty_Dvur-Prague_Bohemia.html
KFC Budejovicka,['American'],3834.0,3.5,$,18.0,"[['Very crowded at lubch time', 'Normal fastfood restaurant'], ['02/18/2017', '05/14/2016']]",/Restaurant_Review-g274707-d4768449-Reviews-KFC_Budejovicka-Prague_Bohemia.html
Restaurace U Bucka - Motel Grado,,3835.0,3.0,,4.0,"[[], []]",/Restaurant_Review-g274707-d10277096-Reviews-Restaurace_U_Bucka_Motel_Grado-Prague_Bohemia.html
KFC Centrum Cerny Most,['American'],3836.0,3.5,$,9.0,"[['Chicken fast-food with refill drinks', 'Drinks'], ['11/28/2016', '08/06/2016']]",/Restaurant_Review-g274707-d4769499-Reviews-KFC_Centrum_Cerny_Most-Prague_Bohemia.html
Le Lapin Bleu,"['European', 'Czech']",3837.0,4.0,,13.0,"[['Delicious', 'Great food'], ['06/19/2014', '01/06/2014']]",/Restaurant_Review-g274707-d1095990-Reviews-Le_Lapin_Bleu-Prague_Bohemia.html
Golden Rose,"['Czech', 'European', 'Central European']",3838.0,3.0,$$ - $$$,24.0,"[['Average', 'Nice and reasonable'], ['09/26/2017', '08/10/2016']]",/Restaurant_Review-g274707-d4282764-Reviews-Golden_Rose-Prague_Bohemia.html
Coffee & Waffles,"['Belgian', 'Cafe', 'Vegetarian Friendly']",3839.0,5.0,$,12.0,"[['Excellent place', 'Weekend relax'], ['01/02/2018', '11/09/2017']]",/Restaurant_Review-g274707-d13008346-Reviews-Coffee_Waffles-Prague_Bohemia.html
Sklizeno,,3840.0,3.0,,2.0,"[['Lukewarm coffee', 'Ideal for a quick snack or shopping'], ['11/02/2017', '08/22/2017']]",/Restaurant_Review-g274707-d12831438-Reviews-Sklizeno-Prague_Bohemia.html
Neo Cafe,['Cafe'],3841.0,3.0,$$ - $$$,17.0,"[['Terrible service', 'Nice place for short meeting in the shoppi...'], ['10/06/2016', '07/19/2016']]",/Restaurant_Review-g274707-d7123542-Reviews-Neo_Cafe-Prague_Bohemia.html
Svejk Na Moste,,3842.0,3.0,,21.0,"[['great local food', 'Never more'], ['11/09/2017', '05/29/2017']]",/Restaurant_Review-g274707-d4767629-Reviews-Svejk_Na_Moste-Prague_Bohemia.html
Stastny Drak,['European'],3843.0,3.0,,5.0,"[['Quick way to fill up', 'The worst Sushi in my life :-('], ['04/27/2017', '09/02/2015']]",/Restaurant_Review-g274707-d7123239-Reviews-Stastny_Drak-Prague_Bohemia.html
Jin Cheng,['Chinese'],3844.0,2.5,$$ - $$$,7.0,"[['Nothing special', 'Poor and over priced.'], ['05/10/2016', '05/05/2016']]",/Restaurant_Review-g274707-d7123854-Reviews-Jin_Cheng-Prague_Bohemia.html
Zlaty Orel,['Chinese'],3845.0,3.0,$,6.0,"[['Great Mall Sushi? Ridiculous you Say? Read...'], ['07/03/2016']]",/Restaurant_Review-g274707-d7124499-Reviews-Zlaty_Orel-Prague_Bohemia.html
Kaskada,"['European', 'Czech']",3846.0,3.0,$$ - $$$,14.0,"[['Good place for quick lunch', 'Mr.'], ['06/22/2016', '02/22/2015']]",/Restaurant_Review-g274707-d4769736-Reviews-Kaskada-Prague_Bohemia.html
Lodeteria,,3847.0,3.0,,4.0,"[[""Can't get it!"", 'Avoid this boat!'], ['07/05/2017', '11/22/2016']]",/Restaurant_Review-g274707-d11857642-Reviews-Lodeteria-Prague_Bohemia.html
Pizza Coloseum Budejovicka,"['Italian', 'Pizza', 'European']",3848.0,3.0,$$ - $$$,40.0,"[['A fast meal', 'Very bad experience'], ['07/05/2017', '01/04/2018']]",/Restaurant_Review-g274707-d4769557-Reviews-Pizza_Coloseum_Budejovicka-Prague_Bohemia.html
Kfc,"['American', 'Fast Food']",3849.0,3.0,$,26.0,"[['Stanard', 'Crowded and dirty place'], ['04/17/2017', '10/15/2017']]",/Restaurant_Review-g274707-d7246441-Reviews-Kfc-Prague_Bohemia.html
McDonald's,"['American', 'Fast Food']",3850.0,3.0,,3.0,"[['Nice and clean; excellent cappuccini at th...'], ['04/23/2017']]",/Restaurant_Review-g274707-d7124134-Reviews-McDonald_s-Prague_Bohemia.html
Vonava Hora,"['European', 'Czech']",3851.0,3.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d7645145-Reviews-Vonava_Hora-Prague_Bohemia.html
Schnizel King,['German'],3852.0,3.0,$,10.0,"[['Good meal!!!', 'Not what we were expecting'], ['11/28/2017', '10/15/2017']]",/Restaurant_Review-g274707-d7123817-Reviews-Schnizel_King-Prague_Bohemia.html
Staromacek II,"['European', 'Czech', 'Eastern European', 'Central European']",3853.0,3.0,$$ - $$$,135.0,"[['Mediocre food with semi pleasant service', 'Cozy place'], ['01/06/2018', '10/30/2017']]",/Restaurant_Review-g274707-d7287824-Reviews-Staromacek_II-Prague_Bohemia.html
Restaurant Cirkus,"['Pizza', 'Italian', 'European', 'Czech']",3854.0,3.0,$$ - $$$,17.0,"[['Great grilled pork knuckle', 'Terrible service but best pizza in town'], ['12/06/2016', '09/11/2016']]",/Restaurant_Review-g274707-d2178266-Reviews-Restaurant_Cirkus-Prague_Bohemia.html
la primavera,"['Italian', 'Pizza', 'European']",3855.0,3.0,$$ - $$$,44.0,"[['Reasonable meal', 'Avoid unless you like being ripped off!'], ['11/04/2017', '12/12/2017']]",/Restaurant_Review-g274707-d1198615-Reviews-La_primavera-Prague_Bohemia.html
Divadelni Restaurace Jezerka,"['European', 'Czech']",3856.0,3.0,$$ - $$$,13.0,"[['Great Place', 'Bad restaurant, awful service'], ['11/21/2015', '09/12/2015']]",/Restaurant_Review-g274707-d4768684-Reviews-Divadelni_Restaurace_Jezerka-Prague_Bohemia.html
Ocean Blue,"['Vietnamese', 'Seafood']",3857.0,3.0,$,16.0,"[['I enojyed my meal', 'Abandon Hope All That Enter Here'], ['08/11/2017', '06/27/2017']]",/Restaurant_Review-g274707-d7123875-Reviews-Ocean_Blue-Prague_Bohemia.html
Safir,['Fast Food'],3858.0,2.5,$,6.0,"[['Worst middle eastern food I have ever had', 'Great food'], ['08/17/2017', '03/14/2017']]",/Restaurant_Review-g274707-d7246451-Reviews-Safir-Prague_Bohemia.html
Hospoda & Restaurace U DRSNEJCH,"['European', 'Czech']",3859.0,3.0,$$ - $$$,12.0,"[['Another Czech pub', 'Just a czech Pub'], ['01/27/2015', '06/20/2011']]",/Restaurant_Review-g274707-d2160806-Reviews-Hospoda_Restaurace_U_DRSNEJCH-Prague_Bohemia.html
U Cerne Plice,,3860.0,3.0,,5.0,"[['Black Lungs', 'A good deal'], ['11/16/2012', '05/22/2010']]",/Restaurant_Review-g274707-d1786768-Reviews-U_Cerne_Plice-Prague_Bohemia.html
Mlejn,,3861.0,3.0,,4.0,"[[], []]",/Restaurant_Review-g274707-d4769020-Reviews-Mlejn-Prague_Bohemia.html
Golden Pacific Cafe,"['European', 'Czech', 'Cafe', 'Delicatessen']",3862.0,3.0,$$ - $$$,45.0,"[['Nice idea, but...', 'Event for kids'], ['05/16/2017', '12/30/2017']]",/Restaurant_Review-g274707-d5987232-Reviews-Golden_Pacific_Cafe-Prague_Bohemia.html
Cafe Restaurant,['Russian'],3863.0,3.0,$$ - $$$,7.0,"[['Very unpleasant waitress', 'service is horrible'], ['10/23/2016', '09/26/2016']]",/Restaurant_Review-g274707-d4793281-Reviews-Cafe_Restaurant-Prague_Bohemia.html
U Vejvodu,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",3864.0,3.0,$$ - $$$,1972.0,"[['Good food but unprofessional staff', 'Sadly not as great as it used to be'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g274707-d694902-Reviews-U_Vejvodu-Prague_Bohemia.html
Fellini Restaurant & Cafe,"['Italian', 'European', 'Czech']",3865.0,3.0,,10.0,"[['Average restaurant rather highly priced', 'very nice restaurant'], ['05/23/2017', '01/09/2014']]",/Restaurant_Review-g274707-d4768146-Reviews-Fellini_Restaurant_Cafe-Prague_Bohemia.html
Level,['Cafe'],3866.0,3.0,,4.0,"[['Awful service'], ['08/02/2016']]",/Restaurant_Review-g274707-d7123932-Reviews-Level-Prague_Bohemia.html
3+3+3,"['European', 'Czech', 'Eastern European', 'Central European']",3867.0,2.5,$$ - $$$,175.0,"[['Average', 'Nice beer, nice interior'], ['12/09/2017', '12/07/2017']]",/Restaurant_Review-g274707-d1627484-Reviews-3_3_3-Prague_Bohemia.html
Milos Opatrny,['Greek'],3868.0,3.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d6846439-Reviews-Milos_Opatrny-Prague_Bohemia.html
U Purkmistra,"['Czech', 'European']",3869.0,3.0,$$ - $$$,31.0,"[['I am sure there are many restaurants with...', 'Typical czech cuisine'], ['11/28/2017', '11/20/2017']]",/Restaurant_Review-g274707-d7124501-Reviews-U_Purkmistra-Prague_Bohemia.html
Sake Thai & Sushi Restaurant,,3870.0,3.0,,6.0,"[['Started well, went gradually downhill, and...', 'Good Value Sushi'], ['10/30/2017', '12/18/2016']]",/Restaurant_Review-g274707-d11151909-Reviews-Sake_Thai_Sushi_Restaurant-Prague_Bohemia.html
Kamenny Stul,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European']",3871.0,2.5,$$ - $$$,168.0,"[['Great view of the square but slow service...', 'Persistent Photograoher'], ['09/26/2017', '08/07/2017']]",/Restaurant_Review-g274707-d1636458-Reviews-Kamenny_Stul-Prague_Bohemia.html
Creme Caffe Il Balcone,"['Bar', 'Cafe', 'European', 'Czech']",3872.0,3.0,$$ - $$$,103.0,"[['Just pop in if you are hungry', 'Good food'], ['10/11/2017', '08/30/2017']]",/Restaurant_Review-g274707-d2096407-Reviews-Creme_Caffe_Il_Balcone-Prague_Bohemia.html
China Fusion,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Fusion']",3873.0,3.5,$$ - $$$,27.0,"[['Pretty Place', 'Worst restaurant in Pragu - nie wieder!'], ['08/20/2017', '07/01/2017']]",/Restaurant_Review-g274707-d1090778-Reviews-China_Fusion-Prague_Bohemia.html
Koba,"['Asian', 'Korean']",3874.0,3.0,$$ - $$$,28.0,"[['주인의 마인드가 개떡같은 식당', 'Nice place, good food'], ['04/13/2017', '09/13/2016']]",/Restaurant_Review-g274707-d1198599-Reviews-Koba-Prague_Bohemia.html
Potrefena Husa Beerpoint,"['European', 'Czech']",3875.0,3.0,$$ - $$$,9.0,"[['OK resturant at Prague railway station', 'Good service but not so good food'], ['05/20/2017', '11/06/2016']]",/Restaurant_Review-g274707-d8096463-Reviews-Potrefena_Husa_Beerpoint-Prague_Bohemia.html
Pohorelec,"['Italian', 'International', 'Pub', 'Gastropub']",3876.0,3.0,$$ - $$$,14.0,"[['A trap', 'Cute place for dinner with a local feel'], ['07/08/2017', '06/09/2017']]",/Restaurant_Review-g274707-d12067967-Reviews-Pohorelec-Prague_Bohemia.html
Galerie a Kavarna Roza K,"['Cafe', 'International', 'Pub']",3877.0,4.0,$,8.0,"[['Perfect low-key hangout', 'Cosy local bar to hang out'], ['07/03/2016', '01/01/2015']]",/Restaurant_Review-g274707-d3835046-Reviews-Galerie_a_Kavarna_Roza_K-Prague_Bohemia.html
Santa Fe,"['Fast Food', 'American']",3878.0,2.5,$,54.0,"[['Never again', 'Horrible Customer Service'], ['09/08/2017', '07/21/2017']]",/Restaurant_Review-g274707-d3934929-Reviews-Santa_Fe-Prague_Bohemia.html
Blah Blah Bar,"['Fast Food', 'American']",3879.0,3.5,$,236.0,"[['Nice atmosphere with great staff!!', 'Great drinks, nice athmosphere'], ['07/26/2017', '05/31/2017']]",/Restaurant_Review-g274707-d13326519-Reviews-Blah_Blah_Bar-Prague_Bohemia.html
Peking,['Chinese'],3880.0,3.0,$$ - $$$,27.0,"[['Poor quality Chinese food in beautiful int...', 'If you want avg. food with terrible servic...'], ['02/24/2017', '11/06/2017']]",/Restaurant_Review-g274707-d6104381-Reviews-Peking-Prague_Bohemia.html
